MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition
60,RL,1.6206866115459948,2.3467887865662034,Pave,IR1,Lvl,3,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,7,6,1974,1974,Gable,CompShg,VinylSd,VinylSd,0.0,2,2,CBlock,3,3,1,6,1.9919374395287388,2,1.5604997616108316,1.7946353028541102,2.031309721902906,GasA,2,Y,SBrkr,2.099157388837881,2.036420868292835,0.0,2.155746955396251,0.0,0.0,0.7412763113750154,0.5265890341390446,0.8697416861919439,0.5265890341390446,3,1.1247482629090362,7,0.7412763113750154,Attchd,1974.0,2,0.7412763113750154,2.036753708317309,3,3,2,1.9016736242907473,1.5504460211620947,0.0,0.0,0.0,0.0,0.0,Jun,2009,WD,Normal
60,RL,1.6853704905634923,2.3272442644743556,Pave,Reg,Lvl,3,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,1967,1997,Gable,CompShg,MetalSd,MetalSd,1.879323983956676,2,2,PConc,3,3,-1,1,0.0,1,0.0,2.0590353954107488,2.0590353954107488,GasA,3,Y,SBrkr,2.097814930441732,2.1068823280938007,0.0,2.183679129723806,0.0,0.0,0.7412763113750154,0.5265890341390446,1.026672031199051,0.5265890341390446,3,1.1622831138840004,7,0.5265890341390446,Attchd,1967.0,2,0.7412763113750154,1.98046432676698,3,3,2,0.0,1.757131886054717,0.0,0.0,1.8131782269605679,0.0,0.0,May,2009,WD,Normal
20,RL,1.6853704905634923,2.319405094199375,Pave,Reg,Lvl,3,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,1.7681175901689328,2,2,CBlock,4,3,1,5,1.9902229150624744,3,1.791294740218941,1.9985603616227083,2.099442924092907,GasA,2,Y,SBrkr,2.103912614744571,0.0,0.0,2.103912614744571,0.0,0.5265890341390446,0.7412763113750154,0.0,0.8697416861919439,0.5265890341390446,2,1.0804178182729878,7,0.5265890341390446,Attchd,1969.0,2,0.7412763113750154,1.9769366905751646,3,3,2,1.9089798563370792,1.2484412575662103,0.0,0.0,0.0,0.0,2.012033526440284,Aug,2009,WD,Normal
20,RL,1.6734888160092363,2.313039352423886,Pave,Reg,Lvl,3,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,1.8410740844298052,2,2,CBlock,3,3,2,4,2.0621374244203703,1,0.0,1.8822618226261445,2.092375547265548,GasA,2,Y,SBrkr,2.092375547265548,0.0,0.0,2.092375547265548,0.5265890341390446,0.0,0.5265890341390446,0.0,0.8697416861919439,0.5265890341390446,2,1.026672031199051,7,0.0,Attchd,1969.0,1,0.5265890341390446,1.919871631657153,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aug,2009,WD,Abnorml
60,RL,1.6529815822765834,2.354286314400061,Pave,IR1,Lvl,3,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1977,1992,Hip,CompShg,HdBoard,HdBoard,1.894462592869453,2,3,PConc,4,3,-1,6,1.95596482071691,1,0.0,1.969559219559395,2.055705186920661,GasA,4,Y,SBrkr,2.1020724819156342,2.0643766440761278,0.0,2.1674375745645973,0.0,0.0,0.5265890341390446,0.7412763113750154,0.959134838920824,0.5265890341390446,3,1.1622831138840004,7,0.7412763113750154,Attchd,1977.0,2,0.7412763113750154,1.9817942637290324,3,3,2,1.913173172035371,1.6659050929776016,0.0,0.0,1.801090104041353,0.0,0.0,Nov,2009,WD,Normal
20,RL,1.637662762520353,2.2897234106256756,Pave,Reg,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,HdBoard,HdBoard,0.0,2,2,PConc,3,3,-1,4,2.011622006123561,1,0.0,1.8531520084405109,2.049334012932915,GasA,2,Y,SBrkr,2.049334012932915,0.0,0.0,2.049334012932915,0.0,0.5265890341390446,0.5265890341390446,0.0,0.7412763113750154,0.5265890341390446,2,1.026672031199051,7,0.0,Attchd,1967.0,3,0.5265890341390446,1.9089798563370792,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jun,2009,WD,Normal
20,RL,1.6853704905634923,2.319405094199375,Pave,Reg,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Hip,CompShg,HdBoard,HdBoard,0.0,2,2,CBlock,3,3,-1,1,0.0,1,0.0,2.123242345467134,2.123242345467134,GasA,2,Y,SBrkr,2.123242345467134,0.0,0.0,2.123242345467134,0.0,0.0,0.5265890341390446,0.5265890341390446,0.8697416861919439,0.5265890341390446,2,1.1247482629090362,7,0.0,Attchd,1967.0,1,0.7412763113750154,1.9585506171458116,3,3,2,1.8052356503890232,1.5504460211620947,0.0,0.0,0.0,0.0,0.0,Mar,2009,COD,Normal
60,RL,1.6853704905634923,2.319405094199375,Pave,Reg,Lvl,3,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1974,1974,Gable,CompShg,Plywood,Plywood,1.8769258727448193,2,2,CBlock,3,3,-1,5,2.0215013028841584,1,0.0,1.9668981094094211,2.0870790970232016,GasA,3,Y,SBrkr,2.0870790970232016,2.054002683043416,0.0,2.1554103852619426,0.0,0.5265890341390446,0.7412763113750154,0.5265890341390446,0.959134838920824,0.5265890341390446,2,1.1622831138840004,7,0.5265890341390446,Attchd,1974.0,2,0.7412763113750154,1.9758303417089067,3,3,2,0.0,1.6783497616208911,0.0,0.0,1.8378799982871266,0.0,0.0,May,2009,COD,Abnorml
85,RL,1.6529815822765834,2.3712877070109015,Pave,Reg,Lvl,3,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,6,5,1971,1971,Hip,CompShg,HdBoard,HdBoard,1.97884890904261,2,2,CBlock,4,3,2,6,2.063064849165891,1,0.0,1.887390630978784,2.0939859450838263,GasA,1,Y,SBrkr,2.102443006124258,0.0,0.0,2.102443006124258,0.0,0.5265890341390446,0.7412763113750154,0.0,0.8697416861919439,0.5265890341390446,2,1.026672031199051,7,0.5265890341390446,Attchd,1971.0,2,0.7412763113750154,1.9749939323524341,3,3,2,0.0,1.3973634811730353,0.0,0.0,0.0,0.0,0.0,May,2009,WD,Normal
20,RL,1.6313704001963978,2.2939703747042275,Pave,Reg,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1960,1960,Gable,CompShg,VinylSd,VinylSd,0.0,2,2,CBlock,3,3,-1,5,2.0281312075698517,1,0.0,1.8052356503890232,2.0537164351549677,GasA,3,Y,SBrkr,2.0537164351549677,0.0,0.0,2.0537164351549677,0.5265890341390446,0.0,0.5265890341390446,0.0,0.7412763113750154,0.5265890341390446,2,1.026672031199051,7,0.5265890341390446,Detchd,1988.0,1,0.7412763113750154,1.9436126948827355,3,3,2,0.0,0.0,0.0,1.9299082210139993,0.0,0.0,0.0,Aug,2009,WD,Normal
20,RL,1.6466671712706678,2.3028674607792774,Pave,Reg,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1959,Hip,CompShg,MetalSd,MetalSd,0.0,2,2,CBlock,3,3,-1,4,1.9461122540537437,1,0.0,1.9650914196353428,2.049334012932915,GasA,4,Y,SBrkr,2.049334012932915,0.0,0.0,2.049334012932915,0.0,0.0,0.5265890341390446,0.0,0.8697416861919439,0.5265890341390446,2,1.026672031199051,7,0.0,Detchd,1960.0,1,0.5265890341390446,1.9070714954756425,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sep,2009,WD,Normal
20,RL,1.6914094332659813,2.3178554882640143,Pave,IR1,Lvl,3,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,1.8052356503890232,2,2,CBlock,3,3,-1,4,2.0352483136645523,1,0.0,1.884565958136911,2.072912406768814,GasA,2,Y,SBrkr,2.1062591426501625,0.0,0.0,2.1062591426501625,0.5265890341390446,0.0,0.5265890341390446,0.0,0.8697416861919439,0.5265890341390446,2,1.0804178182729878,7,0.5265890341390446,Attchd,1982.0,2,0.8697416861919439,2.034063738526142,3,3,2,0.0,0.0,1.6942663054703442,0.0,0.0,0.0,0.0,May,2009,WD,Normal
20,RL,1.6914094332659813,2.3523413260092165,Pave,IR1,Lvl,3,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,1.6606403793348095,2,3,CBlock,3,3,-1,4,2.0067835293204093,2,1.8418611059620993,1.8574179522647456,2.073875154099516,GasA,1,Y,SBrkr,2.134793284587648,0.0,0.0,2.134793284587648,0.5265890341390446,0.0,0.7412763113750154,0.0,0.8697416861919439,0.5265890341390446,2,1.1247482629090362,6,0.5265890341390446,Detchd,1956.0,1,0.7412763113750154,1.9957667194465685,3,3,2,0.0,1.7236894193081456,0.0,0.0,0.0,0.0,0.0,Jul,2009,WD,Normal
20,RL,1.696412959743625,2.3168073326176453,Pave,Reg,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1995,Gable,CompShg,Wd Sdng,Wd Sdng,1.8538724045702297,2,2,CBlock,3,3,-1,5,1.9080291992562277,4,1.9796593058335408,1.9738697143211963,2.101793759027475,GasA,2,Y,SBrkr,2.101793759027475,0.0,0.0,2.101793759027475,0.5265890341390446,0.0,0.5265890341390446,0.5265890341390446,0.8697416861919439,0.5265890341390446,3,1.0804178182729878,7,0.5265890341390446,Attchd,1961.0,2,0.7412763113750154,2.003518051589582,3,3,2,1.8169871572575529,1.4741440143630178,0.0,0.0,1.7585509609170316,0.0,0.0,Feb,2009,WD,Normal
20,RL,1.749824041026481,2.328177375852995,Pave,IR1,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,1.7878742218230284,2,3,CBlock,3,3,-1,2,2.067717429410521,1,0.0,1.9001616577562157,2.099822479512906,GasA,2,Y,SBrkr,2.099822479512906,0.0,0.0,2.099822479512906,0.5265890341390446,0.0,0.5265890341390446,0.5265890341390446,0.8697416861919439,0.5265890341390446,2,1.0804178182729878,7,0.7412763113750154,Detchd,1964.0,1,0.7412763113750154,1.9817942637290324,3,3,2,0.0,1.503300998004841,0.0,0.0,1.710657776180059,0.0,0.0,Jul,2009,COD,Abnorml
60,RL,1.6914094332659813,2.312708916871605,Pave,IR1,Lvl,3,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,5,6,1965,1965,Gable,CompShg,MetalSd,MetalSd,0.0,2,3,CBlock,3,3,-1,5,1.9406936156614254,1,0.0,1.9282894962939565,2.0299077797724374,GasA,2,Y,SBrkr,2.0433731752143807,2.101979653521986,0.0,2.1597567070706685,0.0,0.0,0.7412763113750154,0.5265890341390446,0.959134838920824,0.5265890341390446,2,1.1247482629090362,7,0.5265890341390446,Attchd,1965.0,3,0.7412763113750154,1.9892320942500197,3,3,2,0.0,1.5504460211620947,1.8839936846137324,0.0,0.0,0.0,0.0,Jun,2009,WD,Normal
80,RL,1.696412959743625,2.3367945377189185,Pave,Reg,Lvl,3,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1961,1961,Hip,CompShg,HdBoard,HdBoard,1.7067206012930416,2,2,CBlock,3,3,3,5,1.9938673724294378,1,0.0,2.0099614252030538,2.0915614048472237,GasA,4,Y,SBrkr,2.1238506452602817,0.0,0.0,2.1238506452602817,0.5265890341390446,0.0,0.5265890341390446,0.0,0.959134838920824,0.5265890341390446,3,1.1247482629090362,7,0.5265890341390446,BuiltIn,1961.0,3,0.7412763113750154,1.9330849197075204,3,3,2,1.696412959743625,0.0,0.0,0.0,0.0,0.0,0.0,Sep,2009,WD,Normal
20,RL,1.6551961525056738,2.3211093923666355,Pave,Reg,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,2,2,CBlock,3,3,-1,3,1.7254630513334037,5,1.873866006687491,2.0041783736409347,2.062800647975805,GasA,3,Y,SBrkr,2.062800647975805,0.0,0.0,2.062800647975805,0.5265890341390446,0.0,0.5265890341390446,0.0,0.7412763113750154,0.5265890341390446,2,1.026672031199051,7,0.0,Attchd,1955.0,2,0.5265890341390446,1.9172340894587216,3,3,2,0.0,1.6606403793348095,0.0,0.0,0.0,0.0,0.0,Feb,2009,WD,Normal
20,RL,1.7067206012930416,2.3224260569203197,Pave,Reg,Lvl,3,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,Gable,CompShg,BrkComm,Brk Cmn,0.0,3,2,CBlock,3,3,-1,3,2.087926938703101,1,0.0,1.978305624213458,2.131457940406689,GasA,2,Y,SBrkr,2.1322316169764783,0.0,0.0,2.1322316169764783,0.5265890341390446,0.0,0.5265890341390446,0.0,0.7412763113750154,0.5265890341390446,2,1.026672031199051,7,0.0,Attchd,1967.0,1,0.7412763113750154,1.9894805655993109,4,3,2,0.0,1.6524030880939045,1.881679452127038,0.0,0.0,0.0,0.0,Apr,2009,WD,Normal
20,RL,1.710657776180059,2.328852410139355,Pave,IR1,Lvl,3,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1961,1961,Hip,CompShg,MetalSd,MetalSd,0.8697416861919439,2,2,CBlock,3,3,-1,3,2.1017006926689783,1,0.0,1.7843700777314968,2.114093378840584,GasA,4,Y,SBrkr,2.114093378840584,0.0,0.0,2.114093378840584,0.5265890341390446,0.0,0.7412763113750154,0.0,0.8697416861919439,0.5265890341390446,2,1.0804178182729878,7,0.5265890341390446,Attchd,1961.0,2,0.7412763113750154,1.9844111006657337,3,3,2,0.0,1.5916858743493758,0.0,0.0,1.8970839874548464,0.0,0.0,Apr,2009,WD,Normal
20,RL,1.6853704905634923,2.3604133971696544,Pave,IR1,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1966,2008,Gable,CompShg,MetalSd,MetalSd,1.8487473895449305,2,3,CBlock,3,3,-1,5,2.108468544903815,1,0.0,1.8197772781208725,2.1227838372222414,GasA,3,Y,SBrkr,2.123166063897386,0.0,0.0,2.123166063897386,0.5265890341390446,0.0,0.7412763113750154,0.0,0.7412763113750154,0.5265890341390446,3,1.026672031199051,7,0.7412763113750154,Attchd,1966.0,1,0.7412763113750154,1.9874782861614542,3,3,2,0.0,1.742136743805324,0.0,0.0,1.9224558706047865,0.0,0.0,Jul,2009,WD,Normal
20,RL,1.6684735252826461,2.3103613129389577,Pave,Reg,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,1.8092629643515203,3,2,CBlock,3,3,-1,5,2.048136347402513,1,0.0,1.9094525728270801,2.087503832369702,GasA,2,Y,SBrkr,2.0848220303536844,0.0,0.0,2.0848220303536844,0.5265890341390446,0.0,0.5265890341390446,0.0,0.8697416861919439,0.5265890341390446,2,1.0804178182729878,7,0.0,Attchd,1956.0,2,0.5265890341390446,1.8960417361485307,3,3,2,1.8799167926221376,0.0,0.0,0.0,0.0,0.0,0.0,Jun,2009,WD,Normal
20,RL,1.6529815822765834,2.3433637920225565,Pave,IR1,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1960,1960,Gable,CompShg,Plywood,Plywood,1.7681175901689328,2,2,CBlock,3,3,-1,4,1.987981985465796,1,0.0,2.036919769035797,2.1032721024707652,GasA,3,Y,SBrkr,2.1032721024707652,0.0,0.0,2.1032721024707652,0.0,0.0,0.5265890341390446,0.5265890341390446,0.8697416861919439,0.5265890341390446,2,1.026672031199051,7,0.7412763113750154,Attchd,1960.0,1,0.7412763113750154,1.9588700741253928,3,3,2,0.0,0.0,1.8434216945775423,0.0,0.0,0.0,0.0,Aug,2009,WD,Normal
20,RL,1.6495606454510718,2.3156400434737416,Pave,IR1,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1959,1998,Hip,CompShg,MetalSd,MetalSd,0.0,3,2,CBlock,3,3,-1,5,2.0233810504726226,1,0.0,1.8928641420201489,2.0664442328678336,GasA,2,Y,SBrkr,2.0664442328678336,0.0,0.0,2.0664442328678336,0.5265890341390446,0.0,0.7412763113750154,0.0,0.8697416861919439,0.5265890341390446,3,1.0804178182729878,7,0.0,Attchd,1959.0,1,0.5265890341390446,1.9016736242907473,3,3,2,1.801090104041353,0.0,0.0,0.0,0.0,0.0,0.0,Jun,2009,WD,Normal
20,RL,1.6606403793348095,2.3102479837622543,Pave,Reg,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,0.0,2,2,CBlock,3,3,-1,3,1.9569408357672031,4,1.8426436266120914,1.9931472818006903,2.0909468159488074,GasA,2,Y,SBrkr,2.0909468159488074,0.0,0.0,2.0909468159488074,0.0,0.5265890341390446,0.5265890341390446,0.0,0.8697416861919439,0.5265890341390446,2,1.0804178182729878,7,0.0,Attchd,1956.0,2,0.5265890341390446,1.9051345487873121,3,3,2,0.0,1.5224670302876946,1.757131886054717,0.0,0.0,0.0,0.0,Nov,2009,COD,Abnorml
20,RL,1.6606403793348095,2.3102479837622543,Pave,Reg,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Gable,CompShg,AsbShng,AsbShng,0.0,2,2,CBlock,3,3,-1,3,1.8169871572575529,2,1.9715897178889294,2.026871254414981,2.1080302535922777,GasA,3,Y,FuseA,2.1080302535922777,0.0,0.0,2.1080302535922777,0.0,0.5265890341390446,0.5265890341390446,0.0,0.8697416861919439,0.5265890341390446,3,1.0804178182729878,7,0.0,Attchd,1955.0,1,0.5265890341390446,1.9258220450052628,3,3,2,1.8928641420201489,0.0,0.0,0.0,0.0,0.0,0.0,Jul,2009,WD,Normal
20,RL,1.6853704905634923,2.3272442644743556,Pave,Reg,Lvl,3,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1956,1956,Gable,CompShg,Plywood,Plywood,0.0,2,2,CBlock,3,3,-1,3,1.8000344713048928,2,2.0309608214217407,1.9006676027900098,2.0907411873032014,GasA,2,Y,SBrkr,2.0907411873032014,0.0,0.0,2.0907411873032014,0.5265890341390446,0.0,0.5265890341390446,0.0,0.8697416861919439,0.5265890341390446,2,1.0804178182729878,7,0.7412763113750154,Attchd,1956.0,1,0.5265890341390446,1.9001616577562157,3,3,2,0.0,1.832105201899316,1.783182776049518,0.0,0.0,0.0,0.0,Nov,2009,WD,Family
90,RL,1.6759380249901916,2.3181883270193517,Pave,Reg,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,4,1958,1958,Hip,CompShg,Wd Sdng,Wd Sdng,2.013462641203866,2,2,PConc,3,3,-1,1,0.0,1,0.0,2.1438341314912446,2.1438341314912446,GasA,4,Y,SBrkr,2.1438341314912446,0.0,0.0,2.1438341314912446,0.0,0.0,0.7412763113750154,0.0,0.959134838920824,0.7412763113750154,2,1.1622831138840004,7,0.0,Detchd,1958.0,1,0.7412763113750154,1.9749939323524341,3,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dec,2009,WD,Normal
20,RL,1.607232291151654,2.302904361397122,Pave,IR1,Lvl,3,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1954,1954,Hip,CompShg,MetalSd,MetalSd,1.6853704905634923,2,2,CBlock,3,3,-1,5,1.9735870328878404,1,0.0,1.9948208116399944,2.0755402387771773,GasA,3,Y,SBrkr,2.0755402387771773,0.0,0.0,2.0755402387771773,0.5265890341390446,0.0,0.5265890341390446,0.0,0.8697416861919439,0.5265890341390446,2,1.0804178182729878,7,0.0,Attchd,1954.0,1,0.5265890341390446,1.9016736242907473,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feb,2009,WD,Normal
20,RL,1.6524030880939045,2.349292262071443,Pave,Reg,Lvl,3,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1951,1951,Hip,CompShg,MetalSd,MetalSd,0.0,2,2,CBlock,3,3,-1,3,1.9070714954756425,1,0.0,1.9140867590359603,2.008064946667584,GasA,2,Y,FuseA,2.0812916231326892,0.0,0.0,2.0812916231326892,0.0,0.0,0.5265890341390446,0.0,0.7412763113750154,0.5265890341390446,2,1.026672031199051,7,0.0,Basment,1951.0,1,0.7412763113750154,1.9707236282233618,3,3,2,0.0,0.0,0.0,0.0,1.8787285104503608,0.0,0.0,Oct,2009,WD,Normal
30,RL,1.6853704905634923,2.3071330997508706,Pave,Reg,Lvl,3,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,0.0,2,3,CBlock,3,3,-1,4,2.0218796785726947,1,0.0,1.712589050021264,2.038239717383271,GasA,2,Y,SBrkr,2.038239717383271,0.0,0.0,2.038239717383271,0.5265890341390446,0.0,0.5265890341390446,0.0,0.7412763113750154,0.5265890341390446,1,0.959134838920824,7,0.0,Detchd,1945.0,1,0.5265890341390446,1.8694605040153234,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aug,2009,WD,Normal
20,RL,1.6313704001963978,2.2965116732781157,Pave,Reg,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1952,2005,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,3,2,CBlock,3,3,-1,6,2.0588985742719466,1,0.0,1.7254630513334037,2.071819309388661,GasA,3,Y,SBrkr,2.071819309388661,0.0,0.0,2.071819309388661,0.5265890341390446,0.0,0.5265890341390446,0.0,0.7412763113750154,0.5265890341390446,3,1.026672031199051,7,0.0,Attchd,1952.0,1,0.5265890341390446,1.8629038905519502,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mar,2009,WD,Normal
20,RL,1.6734888160092363,2.3187162470816127,Pave,Reg,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,1.783182776049518,2,2,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,2,Y,FuseA,2.0917655066433745,0.0,0.0,2.0917655066433745,0.0,0.0,0.5265890341390446,0.5265890341390446,0.7412763113750154,0.5265890341390446,2,1.1247482629090362,7,0.0,Attchd,1953.0,3,0.5265890341390446,2.0048350446551164,3,3,2,1.8472468792313919,0.0,1.7254630513334037,0.0,0.0,0.0,0.0,Aug,2009,ConLD,Normal
60,RL,1.6807250824647135,2.336321707778686,Pave,Reg,Lvl,3,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,7,7,1948,1999,Gable,CompShg,WdShing,Wd Shng,0.0,2,2,CBlock,3,3,1,5,2.0216906437586566,1,0.0,0.0,2.0216906437586566,GasA,4,Y,FuseA,2.039544719038684,2.026690142343949,0.0,2.1200693137072997,0.5265890341390446,0.0,0.5265890341390446,0.5265890341390446,0.8697416861919439,0.5265890341390446,2,1.0804178182729878,7,0.5265890341390446,Attchd,1948.0,1,0.7412763113750154,1.9485628011601908,3,3,2,0.0,0.0,1.775845981748474,0.0,0.0,0.0,0.0,Dec,2009,WD,Normal
20,RL,1.6313704001963978,2.319405094199375,Pave,Reg,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,2,2,CBlock,3,3,-1,4,1.9414297785949048,1,0.0,2.040995375522574,2.0907411873032014,GasA,2,Y,SBrkr,2.0907411873032014,0.0,0.0,2.0907411873032014,0.0,0.0,0.5265890341390446,0.0,0.8697416861919439,0.5265890341390446,2,1.0804178182729878,7,0.0,Attchd,1950.0,3,0.5265890341390446,1.8732454942989716,3,3,2,1.765447506801529,0.0,0.0,0.0,0.0,0.0,0.0,Aug,2009,WD,Normal
20,RL,1.607232291151654,2.2625145550245622,Pave,Reg,Lvl,3,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,0.0,2,2,CBlock,3,3,-1,1,0.0,1,0.0,2.0380755478691652,2.0380755478691652,GasA,3,Y,FuseA,2.0380755478691652,0.0,0.0,2.0380755478691652,0.0,0.0,0.5265890341390446,0.0,0.7412763113750154,0.5265890341390446,2,0.959134838920824,7,0.0,Attchd,1958.0,1,0.5265890341390446,1.932298189261516,2,3,2,0.0,1.7067206012930416,0.0,0.0,0.0,0.0,0.0,Aug,2009,WD,Normal
60,RL,1.6313704001963978,2.3309192623212813,Pave,Reg,Lvl,3,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1939,2006,Gable,CompShg,VinylSd,VinylSd,0.0,2,3,BrkTil,3,3,-1,1,0.0,1,0.0,2.0172564188484525,2.0172564188484525,GasA,4,Y,SBrkr,2.0172564188484525,2.0172564188484525,0.0,2.105362622341881,0.0,0.5265890341390446,0.7412763113750154,0.0,0.959134838920824,0.5265890341390446,3,1.1247482629090362,7,0.0,Detchd,1939.0,1,0.7412763113750154,2.025597515002669,3,3,2,1.8304098214920528,0.0,1.7681175901689328,0.0,0.0,0.0,0.0,Aug,2009,WD,Normal
70,RL,1.6853704905634923,2.3031254510054198,Pave,Reg,Lvl,3,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,8,1900,2003,Gable,CompShg,MetalSd,MetalSd,0.0,3,3,BrkTil,2,3,-1,1,0.0,1,0.0,1.946817331669524,1.946817331669524,GasA,3,Y,SBrkr,2.0250473350939955,1.9136307769773249,0.0,2.0727914779563,0.0,0.0,0.5265890341390446,0.0,0.7412763113750154,0.5265890341390446,2,1.0804178182729878,7,0.0,Detchd,1940.0,1,0.5265890341390446,1.8933991317302272,3,3,0,0.0,0.0,1.8131782269605679,0.0,1.7437063358613225,0.0,0.0,May,2009,WD,Normal
30,RL,1.6313704001963978,2.3256351481426987,Pave,Reg,Lvl,3,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,0.0,2,2,BrkTil,3,3,-1,1,0.0,1,0.0,2.0745918064405413,2.0745918064405413,GasA,4,Y,SBrkr,2.0774132317064824,0.0,0.0,2.0774132317064824,0.0,0.0,0.5265890341390446,0.0,0.8697416861919439,0.5265890341390446,4,1.0804178182729878,7,0.0,Detchd,1987.0,1,0.5265890341390446,1.8839936846137324,3,3,0,0.0,0.0,0.0,0.0,1.74525954872198,0.0,0.0,Dec,2009,WD,Normal
